Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
ZIPOUCH FRESH-N-LOC LONGER STORAGE 10BAGS,ZIPOUCH FRESH-N-LOC,76071991,881949002009,Tax 5%,177.00,177.00,0.000,140.48,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
ZIPOUCH DAILY ZIP  MEDIUM 10BAGS,ZIPOUCH DAILY ZIP,76071991,881949005536,Tax 5%,72.00,72.00,0.000,57.14,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
ZIP WRAP CLING FILM 100MTR,ZIP WRAP CLING FILM,0,881949005048,Tax 5%,200.00,200.00,0.000,119.05,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIP WRAP,HOUSEHOLD ACCESSORIES,,,,
J.P GARBAGE BAG 50PCS 20X26,J.P GARBAG BAG 50PCS,3923,04573,GST @18%,140.00,140.00,34.000,80.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,J.P,HOUSEHOLD ACCESSORIES,,,,
ZIPOUCH DAILY ZIP SMALL 10 BAGS,ZIPOUCH DAILY ZIP SM,76071991,881949005505,Tax 5%,56.00,56.00,0.000,42.67,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
ZIPOUCH ZIPFOIL MULTI STORAGE 16 BAGS,ZIPOUCH ZIPFOIL MULT,0,881949005178,Tax 5%,88.00,88.00,0.000,67.05,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
ZIPOUCH FRESH N LOC MEDIUM,ZIPOUCH FRESH N LOC,0,881949001002,Tax 5%,108.00,108.00,1.000,82.29,0.000,HOUSEHOLD;KITCHEN;BATHROOM,ZIPOUCH,HOUSEHOLD ACCESSORIES,,,,
NESCAFE CLASSIC JAR 100GM,NESCAFE CLASSIC JAR,21011120,89006702,GST @18%,265.00,265.00,0.000,209.88,0.000,DRINKS AND BEVERAGES,NESCAFE,TEA AND COFFEE,,,,
BRU GOLD BUY 2 GET 1 FREE 2.5GM,BRU GOLD BUY 2 GET 1,0,8901030563577,GST @12%,10.00,10.00,7.000,7.55,0.000,DRINKS AND BEVERAGES,BRU,TEA AND COFFEE,,,,
NESCAFE CLASSIC 500GM,NESCAFE CLASSIC 50GM,21011120,8901058855715,GST @18%,950.00,950.00,0.000,752.42,0.000,DRINKS AND BEVERAGES,NESCAFE,TEA AND COFFEE,,,,
BRU INSTANT COFFEE 1GM,BRU INSTANAT CO0,2101,8901030478673,GST @18%,1.00,1.00,200.000,0.75,0.000,DRINKS AND BEVERAGES,BRU,TEA AND COFFEE,,,,
LAKME EYECONIC KAJAL DEEP BLACK 0.35GM,LAKME EYECONIC KAJAL,33049910,8901030673214,GST @18%,170.00,170.00,2.000,121.32,0.000,PERSONAL CARE,LAKME,EYE CARE AND KAJAL,,,,
LAKME PERFECT RADIANCE INTENSE WHITENING 50GM,LAKME PERFECT RADIAN,0,8901030451881,GST @12%,265.00,265.00,0.000,206.63,0.000,PERSONAL CARE,LAKME,SKIN CARE,,,,
LOTUS BASILTONE CUCUMBER & BASIL TONER 100ML,LOTUS BASILTONE CUCU,0,806360501009,GST @12%,265.00,265.00,0.000,204.83,0.000,PERSONAL CARE,LOTUS,SKIN CARE,,,,
LAKME SUN EXPERT SPF50 MATTE LOTION LIGHT & NON STICKY 50ML,LAKME SUN EXPERT SPF,3304,04593,GST @18%,250.00,250.00,0.000,185.84,0.000,PERSONAL CARE,LAKME,SKIN CARE,,,,
LAKME SUN EXPERT SPF 24 UV LOTION LIGHT FEEL 60ML,LAKME SUN EXPERT SPF,3304,8901030649097,GST @18%,190.00,190.00,1.000,141.24,0.000,PERSONAL CARE,LAKME,SKIN CARE,,,,
LAKME CC COMPLEXION CARE CREAM BEIGE ALL IN 1 SPF 20 30M,LAKME CC COM CREAM,0,8901030474262,GST @12%,275.00,275.00,0.000,214.43,0.000,PERSONAL CARE,LAKME,SKIN CARE,,,,
MOTHERS RECIPE GARLIC PICKLE 400GM,M GARLIC PICKLE ,20019000,8906001051312,GST @12%,94.00,94.00,1.000,76.30,0.000,SAUCES;JAMS;PICKLES,,,,,,
MOTHERS RECIPE MIXED PICKLE 400GM,MO MIXE PICKLE 400GM,20019000,8906001052531,GST @12%,98.00,98.00,1.000,79.55,0.000,SAUCES;JAMS;PICKLES,,,,,,
MOTHERS SWEET N SOUR LIME PICKLE 200GM,SWEET N SOUR PICKLE,20019000,8906001051244,GST @12%,42.00,42.00,3.000,34.10,0.000,SAUCES;JAMS;PICKLES,,,,,,
MOTHERS RECIPE LIME PICKLE 200GM,MO LIME PICKLE 200GM,20019000,8906001051527,GST @12%,42.00,42.00,3.000,34.10,0.000,SAUCES;JAMS;PICKLES,,,,,,
MOTHERS RECIPE MIXED PICKLE 200GM,MOMIXED PICKLE 200GM,20019000,8906001050704,GST @12%,42.00,42.00,2.000,34.10,0.000,SAUCES;JAMS;PICKLES,,,,,,
RASNA ORANGE SUPER SQUASH 750ML,RASNA ORANGE SSQUASH,2106,8901848030575,Tax 5%,130.00,130.00,0.000,90.48,0.000,DRINKS AND BEVERAGES,RASNA,FRUIT DRINKS AND JUICES,,,,
DABUR HOMMADE GARLIC PASTE 200GM,HOMMADE GARLIC PASTE,20049000,8901207004575,GST @12%,44.00,44.00,0.000,34.17,0.000,GROCERY;DALS,HOMMADE,MASALAS;SPICES;SEASONINGS,,,,
DABUR HOMMADE GINGER PASTE 200GM,HOMMADE GINGER PASTE,20049000,8901207004568,GST @12%,44.00,44.00,10.000,34.17,0.000,GROCERY;DALS,HOMMADE,MASALAS;SPICES;SEASONINGS,,,,
DABUR HOMMADE TAMARIND PASTE 200GM,TAMARIND PASTE 200G,20049000,8901207004582,GST @12%,32.00,32.00,1.000,24.84,0.000,GROCERY;DALS,HOMMADE,MASALAS;SPICES;SEASONINGS,,,,
DABUR HOMMADE GINGER GARLIC PASTE 200GM,DAB.GINGER&GARLIC PA,20049000,8901207004551,GST @12%,44.00,44.00,4.000,34.17,0.000,GROCERY;DALS,HOMMADE,MASALAS;SPICES;SEASONINGS,,,,
KISSAN MANGO SQUASH 700ML,KISSAN MANGO SQUASH,20089913,8901030634468,GST @12%,140.00,140.00,1.000,111.60,0.000,DRINKS AND BEVERAGES,KISSAN,FRUIT DRINKS AND JUICES,,,,
DRUK PINEAPPLE SQUASH 700ML,DRUK PINEAPPLE SQUAS,0,8901821001042,GST @12%,120.00,120.00,0.000,84.51,0.000,DRINKS AND BEVERAGES,DRUK,FRUIT DRINKS AND JUICES,,,,
FUN FOODS AMERICAN MUSTARDS 260GM,F.F AMERICAN MUSTARD,21033000,8906002001064,GST @12%,69.00,69.00,-1.000,51.34,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,,,,,
FUN FOODS PEANUT BUTTER CRUNCHY 452GM,F.F PEANUT BTR CRNHY,2008,8906002001163,GST @12%,149.00,149.00,1.000,110.86,0.000,BREAD AND DAIRY,FUN FOODS,DAIRY PRODUCTS,,,,
FUN FOODS PEANUT BUTTER CREAMY 452GM,F F PEANUT BUTTER CR,20081110,8906002001156,GST @12%,149.00,149.00,0.000,110.86,0.000,BREAD AND DAIRY,FUN FOODS,DAIRY PRODUCTS,,,,
NUTELLA FERRERO 290GM,NUTELLA FERRERO 290G,18069090,8000500225615,GST @18%,320.00,320.00,0.000,233.82,0.000,IMPORTED FOODS,NUTELLA,,,,,
FUN FOODS VEG MAYONNAISE EGGLESS 275GM,FUN FOODS VEG MAYONN,21039,8906002000494,GST @12%,75.00,75.00,4.000,55.80,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS CLASSIC MAYONNAISE 275GM,F.F  MAYONNAISE 275G,21039030,8906002000012,GST @12%,75.00,75.00,1.000,55.80,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS OLIVE OIL MAYONNAISE EGGLESS 275GM,F.F MAYAISE OLIV OIL,21039,8906002003242,GST @12%,75.00,75.00,2.000,55.80,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS TRADITIONAL ENGLISH MUSTARD 300GM,F.F ENGLISH MUSTARD,21033000,8906002000159,GST @12%,69.00,69.00,4.000,51.34,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS GARLIC MAYONNAISE EGGLESS 275GM,F.F GARLIC MAYONNAIS,21039,8906002000883,GST @12%,75.00,75.00,2.000,55.80,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS BURGER MAYONNAISE EGGLESS 275GM,F.F BURGER MAYONNAIS,21039030,8906002000876,GST @12%,75.00,75.00,2.000,55.80,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS DIET MAYONNAISE EGGLESS 275GM,F.F DIET MAYONAISE,21039,8906002000487,GST @12%,75.00,75.00,1.000,55.80,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS PIZZA TOPPING 325GM,F.F PIZZA TOPPING,2103,8906002000111,GST @12%,85.00,85.00,3.000,63.24,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,SACUES,,,,
FUN FOODS MILK SHAKE MIX KESAR PISTA 285GM,F.F MILK SHAKE MIX,404,8906002000913,GST @5%,99.00,99.00,2.000,78.57,0.000,READY TO EAT,FUN FOODS,,,,,
FUN FOODS MILK SHAKE MIX ELACHI FLAVOUR 200GM,FF.MSM.ELAICHI FLAVO,404,8906002004652,GST @5%,75.00,75.00,1.000,59.52,0.000,DRINKS AND BEVERAGES,FUN FOODS,MILK BEVERAGES,,,,
FUN FOODS PASTA & PIZZA SAUCE 325GM,F.F PASTA & PIZZA,21039090,8906002001118,GST @12%,85.00,85.00,2.000,63.24,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,SACUES,,,,
FUN FOODS SALSA DIP 400GM,FUN FOODSSALSA 400GM,0,8906002001125,Tax 5%,89.00,89.00,0.000,70.63,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,SACUES,,,,
FUN FOODS TARTARE DIP 225GM,F.F TARTARE DIP,21039,8906002000456,GST @12%,69.00,69.00,1.000,51.34,0.000,IMPORTED FOODS,FUN FOODS,,,,,
FUN FOODS MANGO SAUCE 345GM,F.F MANGO SAUCE 430G,0,8906002001262,Tax 5%,65.00,65.00,0.000,51.59,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,SACUES,,,,
FUN FOODS STRAWBERRY DESSERT TOPPING 300GM,STRW DESSERT TOPPING,20079990,8906002000296,GST @12%,79.00,79.00,0.000,58.78,0.000,IMPORTED FOODS,FUN FOODS,,,,,
CREMICA MAYONNAISE VEG 300GM,C. MAYONNAISE VEG,0,8904234100623,GST @12%,84.00,84.00,0.000,63.82,0.000,IMPORTED FOODS,CREMICA,,,,,
CREMICA SANDWICH SPREAD VEG 450GM,CREMICA SA VEG 450GM,2103,8904234100708,GST @18%,138.00,138.00,0.000,104.85,0.000,IMPORTED FOODS,CREMICA,,,,,
CREMICA MAYONNAISE VEG 450GM,C. MAYONNAISE VEG,2103,8904234100678,GST @18%,138.00,138.00,0.000,99.96,0.000,IMPORTED FOODS,CREMICA,,,,,
FUN FOODS COLD COFFEE MIX 200GM,F.F COLD COFFEE 300G,901,8906002000272,GST @5%,99.00,99.00,3.000,78.57,0.000,DRINKS AND BEVERAGES,FUN FOODS,TEA AND COFFEE,,,,
HEINZ TOMATO KETCHUP 1KG,HEINZ TOMATO KETCHUP,21032000,8901542013157,GST @12%,165.00,165.00,0.000,133.93,0.000,SAUCES;JAMS;PICKLES,HEINZ,,,,,
KISSAN SWEET & SPICY SAUCE 500GM,KISSAN S & S SAUCE,21032000,8901030532740,GST @12%,103.00,103.00,0.000,84.40,0.000,SAUCES;JAMS;PICKLES,KISSAN,,,,,
MAGGI RICH TOMATO KETCHUP 200GM,MAGGI RI.TM. 200GM,21032000,89000670,GST @12%,54.00,54.00,6.000,44.23,0.000,SAUCES;JAMS;PICKLES,MAGGI,,,,,
MAGGI HOT & SWEET TOMATO CHILLI SAUCE 200GM,MAGGI HOT & SWEET,21039030,89000687,GST @12%,58.00,58.00,4.000,47.51,0.000,SAUCES;JAMS;PICKLES,MAGGI,,,,,
KISSAN CHATAKDAAR KETCHUP 500GM,K.CHATAKDAAR KETCHUP,21032000,8901030532689,GST @12%,103.00,103.00,1.000,84.37,0.000,SAUCES;JAMS;PICKLES,KISSAN,,,,,
KISSAN SWEET & SPICY SAUCE 200GM,K.SWEET&SPICY SAUCE,2103,8901030668951,GST @12%,59.00,59.00,0.000,48.33,0.000,SAUCES;JAMS;PICKLES,KISSAN,,,,,
JOHN WEST SARDINES OLIVE OIL 120GM,SARDINES OLIVE OIL,0,5000171002808,Tax 5%,225.00,225.00,0.000,185.00,0.000,GROCERY;DALS,JOHN WEST,EDIBLE OIL AND GHEE,,,,
JOHN WEST IN BRINE TUNA CHUNKS 160GM,JOHN WEST IN BRINE T,0,4646,Tax 5%,305.00,305.00,0.000,240.00,0.000,GROCERY;DALS,JOHN WEST,,,,,
CHINGS GREEN CHILLI SAUCE 190GM,GREEN CHILLI SAUCE,21039020,8901595862733,GST @12%,50.00,50.00,0.000,40.58,0.000,SAUCES;JAMS;PICKLES,CHINGS,,,,,
DRUK MUSTARD KASUNDI 200GM,DRUK MUSTARD KASUNDI,21033000,8901821007198,GST @12%,42.00,42.00,2.000,29.72,0.000,IMPORTED FOODS,DRUK,,,,,
FUN FOODS SWEET CHILLI SAUCE 220GM,SWEET CHILLI SAUCE,21039020,8906002001248,GST @12%,45.00,45.00,1.000,33.48,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,SACUES,,,,
FUN FOODS RED CHILLI SAUCE 220GM,F.F RED CHILLI SAUCE,2103,8906002001187,GST @12%,45.00,45.00,1.000,33.48,0.000,SAUCES;JAMS;PICKLES,FUN FOODS,SACUES,,,,
KNORR CUP A SOUP MANCHOW VEG 12GM,KNORR MANCHOW VEG ,21041010,8901030530333,GST @18%,10.00,10.00,1.000,7.77,0.000,NOODLES;PASTA;VERMICELLI,KNORR,INSTANT NOODLES,,,,
GITS UPMA MIX 200GM,GITS UPMA MIX 200GM,2106,8901155116214,GST @18%,32.00,32.00,0.000,24.21,0.000,READY TO EAT,GITS,,,,,
GITS BASMATI RICE KHEER MIX 100,GITS  KHEER MIX 200G,22069099,8901155112117,GST @18%,45.00,45.00,0.000,34.05,0.000,READY TO EAT,GITS,MILK BEVERAGES,,,,
GITS GULAB JAMIN MIX 200GM,GITS GULAB JAMIN MIX,21069099,8901155101210,GST @18%,85.00,85.00,4.000,64.31,0.000,READY TO EAT,GITS,,,,,
GITS JILEBI MIX 100GM,GITS JILEBI MIX 100G,21069099,8901155105225,GST @18%,45.00,45.00,0.000,34.04,0.000,READY TO EAT,GITS,INDIAN SWEETS,,,,
MTR BADAM DRINK MIX 200GM,MTR BADAM DRINK MIX,22029030,8901042954622,GST @18%,105.00,105.00,3.000,79.44,0.000,DRINKS AND BEVERAGES,MTR,FRUIT DRINKS AND JUICES,,,,
KISSAN MIXED FRUIT JAM 200GM,KISSAN M.FRUIT GAM,20079990,8901030534966,GST @12%,60.00,60.00,3.000,47.18,0.000,SAUCES;JAMS;PICKLES,KISSAN,OTHER JAMS,,,,
DRUK MIXED FRUIT JAM 500GM,DRUK MIXED FRUIT JAM,20079990,8901821002209,GST @12%,117.00,117.00,1.000,87.71,0.000,SAUCES;JAMS;PICKLES,DRUK,OTHER JAMS,,,,
DRUK STRAWBERRY JAM 500GM,DRUK STRAWBERRY JAM,20079990,8901821002179,GST @12%,110.00,110.00,0.000,81.83,0.000,SAUCES;JAMS;PICKLES,DRUK,OTHER JAMS,,,,
CHINGS SCHEZWAN CHUTNEY 250GM,CHINGS SCEZWAN CHTNY,2103,8901595862962,GST @12%,60.00,60.00,3.000,49.60,0.000,SAUCES;JAMS;PICKLES,CHINGS,SACUES,,,,
MOTHERS RECIPE GINGER & GARLIC PASTE 200GM,M.R GINGER & GARLIC,21039090,8906001053293,GST @12%,44.00,39.00,3.000,31.66,0.000,GROCERY;DALS,MOTHERS RECIPE,MASALAS;SPICES;SEASONINGS,,,,
MTR SAMBAR POWDER 200GM,MTR SAMBAR POWDER,9109100,8901042954714,GST @5%,90.00,90.00,2.000,76.53,0.000,GROCERY;DALS,MTR,MASALAS;SPICES;SEASONINGS,,,,
MTR RAVA IDLI 1KG,MTR RAVA IDLI 1KG,0,8901042957074,GST @18%,165.00,165.00,0.000,124.85,0.000,READY TO EAT,MTR,,,,,
MTR MASALA IDLI 500GM,MTR MASALA IDLI 500G,21069099,8901042959269,GST @18%,98.00,98.00,0.000,74.16,0.000,READY TO EAT,MTR,,,,,
MTR RASAM MIX 200GM,MTR RASAM MIX 200GM,0,8901042954578,GST @12%,58.00,58.00,0.000,46.03,0.000,READY TO EAT,MTR,,,,,
MTR RASAM RICE 300GM,MTR RASAM RICE 300GM,0,8901042957715,GST @12%,60.00,60.00,0.000,47.62,0.000,READY TO EAT,MTR,,,,,
LEONARDO SPAGHETTI RISTORANTI 500GM,LEONARDO SPAGHETTI R,0,8906018513933,GST @18%,125.00,125.00,0.000,88.89,0.000,NOODLES;PASTA;VERMICELLI,LEONARDO,PASTA;SPAGHETTI;VERMICELLI,,,,
KELLOGGS CHOCOS MOONS & STARS 350GM,K CHOCOS MOONS&STAER,19041090,8901499008015,IGST @18%,160.00,160.00,3.000,123.26,0.000,BREAKFAST CEREALS,KELLOGGS,FLAKES;CHOCOS;LOOPS;CEREALS,,,,
GRANORO SPIRALI GRANDI 500GM,GRANORO SPIRALI GRAN,0,8007290131003,GST @12%,150.00,150.00,0.000,71.11,0.000,NOODLES;PASTA;VERMICELLI,GRANORO,PASTA;SPAGHETTI;VERMICELLI,,,,
BAMBINO MACARONI ELBOWS 450GM,BAMBINO MACARONI ELB,19021900,8901242178200,GST @12%,43.00,43.00,0.000,32.40,0.000,NOODLES;PASTA;VERMICELLI,BAMBINO,INSTANT NOODLES,,,,
BAMBINO MACARONI ELBOWS 200GM,BAMBINO MACARONI220G,19021900,8901242178101,GST @12%,19.00,19.00,0.000,14.20,0.000,NOODLES;PASTA;VERMICELLI,BAMBINO,INSTANT NOODLES,,,,
BAMBINO PASTA PENNE 250GM,BAMBINO PASTA PENNE,19021900,8901242108306,GST @12%,50.00,50.00,-1.000,35.72,0.000,NOODLES;PASTA;VERMICELLI,BAMBINO,PASTA;SPAGHETTI;VERMICELLI,,,,
MAGGI PAZZTA MUSHROOM PENE 64GM,MAGGI PAZZTA MUSHROO,19023010,8901058847529,GST @12%,24.00,24.00,8.000,19.66,0.000,NOODLES;PASTA;VERMICELLI,MAGGI,PASTA;SPAGHETTI;VERMICELLI,,,,
KELLOGGS CORN FLAKES ORIGINAL & THE BEST 100GM,K CORNFLAKES ORIGINA,19041010,8901499008176,GST @18%,38.00,38.00,3.000,28.98,0.000,BREAKFAST CEREALS,KELLOGGS,FLAKES;CHOCOS;LOOPS;CEREALS,,,,
SUNFEAST YUMFILLS WHOOPIE PIE 300GM,SUNFEAST YUMFILLS WH,0,8901725137045,GST @12%,140.00,140.00,0.000,104.15,0.000,CHOCOLATES;SWEETS AND CANDIES,SUNFEAST,CHOCOLATES,,,,
KETTOLGS EXTRA MUESLI CRUNCHY FRUIT & NUT 550GM,K EXTRA MUESLI CRUNC,0,04702,GST @12%,195.00,195.00,0.000,195.00,0.000,BREAKFAST CEREALS,KELLOGGS,,,,,
DRUK LIME JUICE CORDIAL 700ML,DRUK LIME JUICE CORD,2009,8901821001073,GST @12%,120.00,120.00,0.000,88.20,0.000,DRINKS AND BEVERAGES,DRUK,FRUIT DRINKS AND JUICES,,,,
DRUK ORANGE SQUASH 700ML,DRUK ORANGE SQUASH 7,20089913,8901821001011,GST @12%,120.00,120.00,2.000,84.51,0.000,DRINKS AND BEVERAGES,DRUK,FRUIT DRINKS AND JUICES,,,,
DRUK LEMON SQUASH 700ML,DRUK LEMON SQUASH 70,20089912,8901821001028,GST @12%,120.00,120.00,1.000,84.51,0.000,DRINKS AND BEVERAGES,DRUK,FRUIT DRINKS AND JUICES,,,,
QUAKER OATS 1KG,QUAKER OATS 1KG,11041200,8901491103800,GST @5%,186.00,186.00,3.000,152.18,0.000,BREAKFAST CEREALS,QUAKER,,,,,
QUAKER OATS 400GM,QUAKER OATS 400GM,1104,8901491103794,GST @5%,74.00,74.00,0.000,60.54,0.000,BREAKFAST CEREALS,QUAKER,,,,,
MAGGI CHICKEN STOCK 2TABLETS 20GM,MAGGI CHICKEN STOCK,21041090,6221007004066,Tax 5%,20.00,20.00,0.000,14.58,0.000,BREAKFAST CEREALS,MAGGI,,,,,
BAGRRYS CRUNCHY MUESLI WITH ALMONDS  RAISIN AND HONEY 400GM,BR.CRU.MUESLI A.R.H,19041090,8902710500059,GST @18%,229.00,229.00,0.000,168.75,0.000,BREAKFAST CEREALS,BAGRRYS,,,,,
QUAKER OATS 600GM,QUAKER OATS 600GM,1104,8901491702409,GST @5%,99.00,99.00,3.000,81.00,0.000,BREAKFAST CEREALS,QUAKER,,,,,
BAGRRYS WHITE OATS JAR 1KG,BAGRRYWHITE OATS 1KG,11041200,8902710100013,GST @5%,235.00,235.00,2.000,194.62,0.000,BREAKFAST CEREALS,BAGRRYS,OATS,,,,
BAGRRYS MASALA OATSCURRY & SPICY 300GM,BAGRRYS MASALA OATSC,0,8902710100273,Tax 5%,99.00,99.00,0.000,82.00,0.000,BREAKFAST CEREALS,BAGRRYS,OATS,,,,
EXPRESS FOODS ORIGINAL HARVEST CRUNCH NO ADDED SUGAR JAR1KG,E.FOODS HARVEST CRUN,19041090,8906009200064,GST @18%,460.00,460.00,0.000,338.08,0.000,BREAKFAST CEREALS,EXPRESS FOODS,MUESLI,,,,
BAGRRYS CRUNCHY MUESLI ALMONDS RAISINS N HONEY JAR 1KG,BAGR.CRU.ARH MUESLI,19041090,8902710500028,GST @18%,545.00,545.00,0.000,401.62,0.000,BREAKFAST CEREALS,BAGRRYS,,,,,
BAGRRYS FRUIT N FIBRE MUESLI STRAWBERRY JAR 1KG,FRUIT N FIBRE MUESLI,19041090,8902710503043,GST @18%,545.00,545.00,0.000,401.62,0.000,BREAKFAST CEREALS,BAGRRYS,,,,,
KNORR CHINESE MANCHURIAN 55GM,KNORR CHINESE MANCHU,21039090,8901030681936,GST @12%,50.00,50.00,2.000,38.49,0.000,GROCERY;DALS,KNORR,MASALAS;SPICES;SEASONINGS,,,,
DABUR HONEY  250GM,DABUR HONEY  250GM,0,8901207035364,Tax 5%,122.00,122.00,0.000,103.74,0.000,ORGANIC FOODS,DABUR,HONEY;MARMLADE,,,,
DRUK MIXED FRUIT JAM 200GM,DRUK MIXED FRUIT JAM,20079990,8901821002032,GST @12%,50.00,50.00,1.000,37.73,0.000,SAUCES;JAMS;PICKLES,DRUK,OTHER JAMS,,,,
KEYA GARLIC BREAD SEASONING 50GM,KEYA GARLIC BREAD SE,21039010,8906066201677,GST @12%,99.00,99.00,1.000,70.72,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA CHIVES 4GM,KEYA CHIVES 4GM,0,8906066200526,Tax 5%,95.00,95.00,0.000,72.39,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA THYME 18GM,KEYA THYME 18GM,7129050,8906066200625,GST @0%,99.00,99.00,2.000,79.20,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA CHINESE SEASONING 50GM,KEYA CHINESE SEASONI,21039090,8906066201653,GST @12%,99.00,99.00,1.000,70.71,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA RED CHILLI FLAKES 40GM,KEYA RED CHILLI FLAK,9042110,8906066200038,GST @5%,80.00,80.00,0.000,60.96,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA PAPRIKA POWDER 55GM,KEYA PAPRIKA POWDER,0,8901968121474,Tax 5%,95.00,95.00,0.000,72.39,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA BASIL 7GM,KEYA BASIL 7GM,7129050,8906066200519,GST @0%,99.00,99.00,0.000,79.20,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA MIXED HERBS 20GM,KEYA MIXED HERBS 20G,712,8906066200564,GST @0%,99.00,99.00,1.000,79.20,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
KEYA ITALIAN SEASONING 30GM,KEYA ITALIAN SEASONI,21039010,8906066201660,GST @12%,99.00,99.00,2.000,70.72,0.000,GROCERY;DALS,KEYA,MASALAS;SPICES;SEASONINGS,,,,
DRUK PINEAPPLE JAM 200GM,DRUK PINEAPPLE JAM,0,8901821002025,Tax 5%,50.00,50.00,0.000,41.00,0.000,SAUCES;JAMS;PICKLES,DRUK,OTHER JAMS,,,,
DRUK BAKED BEANS 450GM,DRUK BAKED BEANS450G,20055900,8901821005118,GST @12%,85.00,85.00,0.000,57.90,0.000,GROCERY;DALS,DRUK,MASALAS;SPICES;SEASONINGS,,,,
REAL THAI RED CURRRY 400GM,REAL THAI RED CURRRY,2106,8858135012014,Tax 5%,185.00,185.00,0.000,0.00,0.000,IMPORTED FOODS,REAL THAI,,,,,
REAL THAI GREEN CURRY PASTE 50GM,R.THAI GREEN CURRY,2106,8858135010027,GST @18%,60.00,60.00,4.000,42.86,0.000,IMPORTED FOODS,REAL THAI,,,,,
MDH CHICKEN MASALA 100GM,MDH CHICKEN MASALA,9109100,8902167000218,GST @5%,65.00,65.00,32.000,49.68,0.000,GROCERY;DALS,MDH,MASALAS;SPICES;SEASONINGS,,,,
CATCH TURMERIC POWDER 100GM,CATCH TURMERIC POW,910,8901192107121,GST @5%,26.00,26.00,36.000,18.58,0.000,GROCERY;DALS,CATCH,MASALAS;SPICES;SEASONINGS,,,,
RAMDEV CUMIN 100GM,RAMDEV CUMIN 100GM,909,8902188851066,GST @5%,41.00,41.00,27.000,33.19,0.000,GROCERY;DALS,RAMDEV,MASALAS;SPICES;SEASONINGS,,,,
HOMELITES MATCHBOX,HOMELITES MATCHBOX,36050090,8906016579993,GST @0%,10.00,10.00,52.000,7.75,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HOMELITES,HOUSEHOLD ACCESSORIES,,,,
GUD 1KG,GUD 1KG,1701,04760,GST @0%,58.00,58.00,1.000,46.00,0.000,GROCERY;DALS,,SALT;SUGAR AND GUD,,,,
SUGAR 1KG,SUGAR 1KG,1701,04761,GST @5%,42.00,42.00,235.000,34.76,0.000,GROCERY;DALS,,SALT;SUGAR AND GUD,,,,
DAURALA SUGAR 1KG,DAURALA SUGAR 1KG,0,8901601134120,GST @0%,60.00,60.00,0.000,42.00,0.000,GROCERY;DALS,DAURALA,SALT;SUGAR AND GUD,,,,
TRUST SUNEHRA MINERAL SUGAR 1KG,T.SUNEHRA SUGAR 1KG,1701,8906005180735,GST @0%,80.00,80.00,0.000,64.01,0.000,GROCERY;DALS,TRUST,SALT;SUGAR AND GUD,,,,
